OBJECTID,ntd_id,shape_id,route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_type_text,route_url,route_color,route_color_formatted,route_text_color,route_text_color_formatted,download_date,Shape__Length
110,00001,11024007,100132,1,24,,West Magnolia - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/024.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.141615215330366
111,00001,11024009,100132,1,24,,West Magnolia - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/024.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.139071782516447
112,00001,11028002,100169,1,28,,Whittier Heights - Fremont - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/028.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.137053297416264
113,00001,11033003,100194,1,33,,Discovery Park - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/033.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.137310867240709
114,00001,11033004,100194,1,33,,Discovery Park - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/033.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.144871478180666
115,00001,11033005,100194,1,33,,Discovery Park - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/033.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.145969075338969
116,00001,11033006,100194,1,33,,Discovery Park - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/033.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.136213270082406
117,00001,11040009,102574,1,40,,Northgte-Ballard-Fremont-Westlake-Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/040.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.219138294979083
118,00001,11043003,100223,1,43,,Univ Dist-Montlake-Capitol Hill-Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/043.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0699008697680499
119,00001,11044004,100224,1,44,,Ballard - Montlake,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/044.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.108130466833399
120,00001,11044007,100224,1,44,,Ballard - Montlake,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/044.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.105739323357229
121,00001,11048002,100228,1,48,,Mt Baker - University District,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/048.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0981931797819703
122,00001,11048008,100228,1,48,,Mt Baker - University District,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/048.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.101182127575363
123,00001,11049009,100447,1,49,,Univ District - Broadway - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/049.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0744318092150752
124,00001,11061001,102747,1,61,,Lake City - Northgate - Greenwood,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/061.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0940460426968326
125,00001,11062004,100252,1,62,,Sand Point - Green Lake - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/062.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.205946352594294
126,00001,11062012,100252,1,62,,Sand Point - Green Lake - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/062.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.187532397487445
127,00001,11065005,100254,1,65,,Lake City  - University District,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/065.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.164430556230954
128,00001,11065007,100254,1,65,,Lake City  - University District,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/065.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0738270475283281
129,00001,11067005,100259,1,67,,Northgate - Roosevelt - University District,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/067.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.115603626390674
130,00001,11070002,100264,1,70,,University District - Eastlake - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/070.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0811822054408197
131,00001,11070003,100264,1,70,,University District - Eastlake - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/070.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0847172250395192
132,00001,11075002,100269,1,75,,Northgate - Lake City - Sand Point - Univ District,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/075.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.187663255912631
133,00001,11079001,102732,1,79,,Greenlake - University District,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/079.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.147867992710168
134,00001,11096003,102638,23,First Hill Streetcar,,Streetcar: Pioneer Square - Capitol Hill,0,"Tram, Streetcar, Light rail",https://www.seattle.gov/transportation/getting-around/transit/streetcar/first-hill-line,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0445883199755603
135,00001,11098001,100340,23,South Lake Union Streetcar,,Streetcar: Fairview/Aloha - Westlake/McGraw,0,"Tram, Streetcar, Light rail",https://www.seattle.gov/transportation/getting-around/transit/streetcar/south-lake-union-line,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0193377001644724
136,00001,11098003,100340,23,South Lake Union Streetcar,,Streetcar: Fairview/Aloha - Westlake/McGraw,0,"Tram, Streetcar, Light rail",https://www.seattle.gov/transportation/getting-around/transit/streetcar/south-lake-union-line,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.00962223031073171
137,00001,11098004,100340,23,South Lake Union Streetcar,,Streetcar: Fairview/Aloha - Westlake/McGraw,0,"Tram, Streetcar, Light rail",https://www.seattle.gov/transportation/getting-around/transit/streetcar/south-lake-union-line,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.00779967099463927
138,00001,11105005,100004,1,105,,Renton Highlands - Renton Transit Center,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/105.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0863579154494099
139,00001,11128008,100026,1,128,,Southcenter - Alaska Junction - Admiral District,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/128.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.3159022505029
140,00001,11128009,100026,1,128,,Southcenter - Alaska Junction - Admiral District,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/128.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.29063703634961
141,00001,11225003,102701,1,225,,Kenmore - Totem Lake TC - Overlake,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/225.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.136168701392509
142,00001,11225006,102701,1,225,,Kenmore - Totem Lake TC - Overlake,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/225.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.265203821216047
143,00001,11230002,102705,1,230,,North Creek - Bothell - Juanita - Kirkland TC,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/230.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.15251250448048
144,00001,11231001,102703,1,231,,Woodinville - Brickyard - Juanita - Kirkland TC,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/231.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.144422518806298
145,00001,11239005,102702,1,239,,UW/Cascadia Coll - Totem Lake TC - Kirkland TC,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/239.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.185671908072039
146,00001,11240002,100133,1,240,,Bellevue Transit Center - Renton Transit Center,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/240.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.293615681552252
147,00001,11241004,102554,1,241,,Eastgate P&R - Bellevue Transit Center,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/241.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.125932921746602
148,00001,11245002,100136,1,245,,Kirkland Transit Center - Crossroads - Factoria,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/245.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.214578235844314
149,00001,11245011,100136,1,245,,Kirkland Transit Center - Crossroads - Factoria,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/245.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.258377362503604
150,00001,11245012,100136,1,245,,Kirkland Transit Center - Crossroads - Factoria,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/245.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.220752631805189
151,00001,11246002,100137,1,246,,Eastgate P&R-Somerset-Bellevue TC-Clyde Hill,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/246.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.222182183999022
152,00001,11250007,102704,1,250,,Avondale -  Redmond TC - Kirkland TC - Bellevue TC,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/250.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.2364273435954
153,00001,11250008,102704,1,250,,Avondale -  Redmond TC - Kirkland TC - Bellevue TC,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/250.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.198250624168188
154,00001,11250009,102704,1,250,,Avondale -  Redmond TC - Kirkland TC - Bellevue TC,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/250.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.227831177433676
155,00001,11269002,100160,1,269,,Issaquah Transit Center - Overlake P&R,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/269.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.3579529461958
156,00001,11303006,100177,1,303,,Aurora Village - Northgate Station - First Hill,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/303.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.223871544442057
157,00001,11322006,102729,1,322,,Kenmore P&R - 12 Av/E Terrace St,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/322.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.254194822971568
158,00001,11333001,102746,1,333,,Shoreline South/148 - Mountlake Terrace Station,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/333.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.152646317880248
159,00001,11345003,100202,1,345,,Shoreline South/148th Station - Northgate Station,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/345.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.135689841556788
160,00001,11346008,100203,1,346,,Aurora Village TC - Shoreline South/148th Station,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/346.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0597979507717079
161,00001,11348016,100205,1,348,,Richmond Beach - Shoreline North - Northgate,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/348.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.157719878401976
162,00001,11348017,100205,1,348,,Richmond Beach - Shoreline North - Northgate,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/348.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.131118255684417
163,00001,11365001,102744,1,365,,Northgate Station - Shoreline Link Stations,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/365.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.116436200086982
164,00001,11372006,100214,1,372,,UW/Cascadia College - University District,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/372.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.13926152448365
165,00001,11372007,100214,1,372,,UW/Cascadia College - University District,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/372.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0997354085650551
166,00001,11372009,100214,1,372,,UW/Cascadia College - University District,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/372.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0949435521731333
167,00001,11372013,100214,1,372,,UW/Cascadia College - University District,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/372.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.237163899738502
168,00001,11522016,100232,40,522,,Woodinville - Roosevelt Link Station,3,Bus,https://www.soundtransit.org/522,2b376e,"(43, 55, 110)",ffffff,"(255, 255, 255)",12/02/2024,0.272258316894534
169,00001,11522017,100232,40,522,,Woodinville - Roosevelt Link Station,3,Bus,https://www.soundtransit.org/522,2b376e,"(43, 55, 110)",ffffff,"(255, 255, 255)",12/02/2024,0.193928988628149
170,00001,11627001,102698,1,Duvall-Monroe Shuttle,,Duvall - Monroe Shuttle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/627.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.278741027817381
171,00001,11674006,102581,1,D Line,,Blue Ridge/Crown Hill - Ballard - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/d-line.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.139742897129047
172,00001,11675008,102615,1,E Line,,Aurora Village Transit Center - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/e-line.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.19072426505269
173,00001,11675009,102615,1,E Line,,Aurora Village Transit Center - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/e-line.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.202329745866086
174,00001,11773004,100272,1,773,,Seacrest Park - West Seattle Junction,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/773.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0473048117993893
175,00001,11773006,100272,1,773,,Seacrest Park - West Seattle Junction,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/773.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0780739887772609
176,00001,11775001,100481,1,775,,Seacrest Park - Admiral District - Alki,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/775.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0514618386536132
177,00001,11775007,100481,1,775,,Seacrest Park - Admiral District - Alki,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/775.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0302059889794568
178,00001,11893003,102555,1,893,,Forbes Crk - Kirkland - Lk WA HS,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/893.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.11079240119968
179,00001,20001002,100001,1,1,,Kinnear - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/001.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0461914307722903
180,00001,20001005,100001,1,1,,Kinnear - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/001.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0744323391627578
181,00001,20005010,100229,1,5,,Shoreline CC - Greenwood - Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/005.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.146521864801983
182,00001,20010004,100002,1,10,,Capitol Hill - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/010.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0373742411907464
183,00001,20011009,100009,1,11,,Madison Park - Capitol Hill - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/011.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0681635692448799
184,00001,20012005,100018,1,12,,Interlaken Park - Capitol Hill - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/012.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0410272330107941
185,00001,20013011,100028,1,13,,Seattle Pacific - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/013.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.0432933397144886
186,00001,20013012,100028,1,13,,Seattle Pacific - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/013.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.071534248104956
187,00001,20017002,100062,1,17,,Loyal Heights-Sunset Hill-Ballard-Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/017.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.141547446921902
188,00001,20024001,100132,1,24,,West Magnolia - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/024.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.157613065275088
189,00001,20024004,100132,1,24,,West Magnolia - Downtown Seattle,3,Bus,https://kingcounty.gov/en/dept/metro/routes-and-service/schedules-and-maps/024.html,000000,"(0, 0, 0)",ffffff,"(255, 255, 255)",12/02/2024,0.104732066995219
